Label,Description
2,"The last time Adam Vinatieri faced the Miami Dolphins, in a 24-10 victory Oct. 10 at Gillette Stadium, the Patriots kicker missed a 47-yard attempt wide right to end a string of seven consecutive successful field goal tries."
1,"A recording broadcast Thursday accuses the ruling dynasty in Osama bin Laden's Saudi homeland of being the ""agents of infidels."""
1,The former Senate majority leader joined a growing chorus of Republicans criticizing the Pentagon chief's failure to call for more troops in Iraq and to properly equip troops.
1,"Iceland has agreed to offer asylum to Bobby Fischer, the former chess champion who is being held in a Japanese jail while fighting extradition to the United States."
1, BRUSSELS (Reuters) - The European Union spelled out tough  conditions Friday for Turkey to start membership talks next  October ahead of final bargaining with the Turkish prime  minister at a landmark summit.
3,"Internet auction firm eBay agrees to buy Rent.com for \$415m (214m), giving it access to more of the online property market."
3,"MOSCOW, December 17 (RIA Novosti) - Yesterday, a Houston court started hearing Yukos #39"
3,"Londons main equity market opened in positive territory on Friday on a quiet day for corporate newsflow. On the senior index, gains from Bunzl, which confirmed it expected full-year results "
4,"KUALA LUMPUR: If youre still undecided on that long-contemplated iPod purchase, Apple Malaysia is hoping that its latest iterations - the iPod Photo and iPod U2 Special Edition -ill help you make up your mind."
2,"When LeBron James shot two airballs on a single possession in the first quarter, it was a sign of things to come. Richard Hamilton scored 21 and the Pistons almost held "
2,"Randy Johnson was on the verge of joining the New York Yankees in a three-team, megadeal that also includes Shawn Green and Javier Vazquez, the Associated Press reported on Thursday night."
2,The Bears added sportswriter Dennis Dillon to their 2005 training-camp roster yesterday. Brian Urlacher confirmed the transaction.
2,"When bouncing back and forth between offers from the Boston Red Sox and the New York Mets, Pedro Martinezs decision to come the Big Apple over "
2,"Kirk Hinrich and the Bulls are starting to play in a relaxed fashion, and it #39"
1,The recent rhetoric from the Middle East - hopeful and constructive from both sides of the divide - provides a glimmer of hope that Palestinians and Israelis may agree on new and peaceful borders in the coming new year.
3,Shares in UK oil company Cairn sink 20 after a disappointing drilling update and worries over possible tax demands.
3,"Hospital chain HCA said yesterday it will allow employees and its executives to cash in certain stock options earlier than was originally scheduled, a move that could be a financial plus for "
3,INDIANAPOLIS - ATA Airlines has accepted a \$117 million offer from Southwest Airlines that would forge close ties between two of the largest US discount carriers.
2,AP - The only way to stop Adam Vinatieri from making field goals might be to keep him from kicking them.
4,"In a move to quell rising consumer frustrations, Microsoft on Thursday announced it has acquired Giant Company Software, maker of well-reviewed but little-used anti-spyware software, for an undisclosed sum."
4,"Gov. Rod Blagojevich has taken an aggressive stand on exposure of Illinoiss minors to violent and sexually explicit video games, by proposing a ban on the sale of the video games."
1,It #39
1," KABUL (Reuters) - Three Afghan prison guards and two  prisoners were killed in a jail break attempt by al Qaeda  inmates on Friday and a shoot-out was going on with another  two, the chief of Kabul's Pul-i-Charki prison told Reuters."
3,Rijkman Groenink has learnt the hard way. The ABN Amro chief executive admits frankly that his  quot
3,An Italian judge has included some of Parmalat #39
4,HP has ended its development of the Itanium chip and handed the work back to Intel. The chip giant has taken over HP #39
4,"Ubisoft has launched the official Web site for its upcoming third-person stealth title, Tom Clancy #39"
2,"Twenty-four hours on, Rangers #39"
2,Ohio State (7-2) handled Texas Tech #39
1,"TOKYO - Former world chess champion Bobby Fischer, who is currently being detained in Japan over a passport dispute, wants to live in Iceland, his lawyer told a news conference in Tokyo on Friday."
3,Shares in Cairn Energy plummeted 20 per cent on Friday after the oil explorer announced it had failed to strike oil in a new field in the Indian state of Rajasthan.
3,"ACCOUNTING:The new rules, which can be struck down by Congress, will force companies to subtract the option expense from earnings."
3,"Tokyo stocks rebounded Friday on bargain-hunting in select blue chips, real estate and banking issues. The US dollar was higher against the Japanese yen."
4,Internet Explorer is a hacker #39
2,"Finally, Randy Johnson is close to becoming a Yankee. The Yankees yesterday reached agreement on the players in a three-team blockbuster that would land the coveted lefthander, Newsday learned last night."
2,Shoaib Akhtar has been charged with level one misconduct for pointing Matthew Hayden towards the dressing room when he trapped him lbw in the first Test at the WACA yesterday.
2,Oakland Athletics general manager Billy Beane must like former Kingsway Regional High School left-hander Dan Meyer an awful lot. The highly-regarded GM traded ace right-hander and two-time American 
1,"Johannesburg - Ivory Coast rebels were on Friday due to hold a second day of talks with South African leader and mediator Thabo Mbeki on their proposals for a new peace plan after a very encouraging start, according to Pretoria."
1,"AP - Ukraine's two presidential contenders scheduled campaign trips to the same eastern city on Friday, raising fears of more tension ahead of the Dec. 26 repeat of their fraud-marred runoff. Opposition leader Viktor Yushchenko hinted his rival was trying to disrupt the vote."
1,"AFP - India's state-run Gas Authority of India Ltd (GAIL) said it is considering buying a 10 percent stake in China Gas Holdings Ltd, which has sole rights to distribute gas in 42 Chinese cities."
3,"SCHAUMBURG, Ill. -- Motorola, Inc. (NYSE: MOT - message board) today announced that it has entered into an agreement with Nextel Communications Inc."
3,"LONDON, December 17 (newratings.com) - Dutch electronics company Royal Philips Electronics NV (PHI1.ETR) announced yesterday that it has entered into an agreement to sell its PC monitor and flat TV businesses to Taiwans TPV Technology Ltd for \$358 "
3,Silicon Valley lost a decisive round in a long and hard-fought battle Thursday when the organization that sets corporate accounting standards served notice that companies would have to deduct the value of stock options when calculating profits.
3,"Ebay Inc. (EBAY.O: Quote, Profile, Research) said on Friday it would buy Rent.com, an Internet housing rental listing service, for \$415 million in a deal that gives it access to a new segment of the online real estate market."
3,"The euro edged higher in European morning trade on Friday as Germanys influential IFO survey beat expectations. The index of business sentiment rose to 96.2 in December, the highest "
3,Shares in Britain #39
4,Apple and Motorola  quot
4,MICROSOFT has moved to shore up its defences by acquiring a small anti-spyware company that makes security products to detect and remove unwanted software from Windows-based computers.
4,"NASA appears on track to return the space shuttle to flight in May or June 2005 as planned, says an influential oversight panel. The independent task force - set up to oversee NASA #39"
4,"With five youngsters in the house, state Rep. Kevin Joyce (D-Chicago) already uses a blocking mechanism on his television to protect little eyes and ears from inappropriate material."
4,&lt
4,"Sales of the open source operating system Linux will reach \$35 billion by 2008, according to analysts at IDC, with \$10 billion of that accounted for in desktops."
4,"The ZigBee Alliance, an industry standards group dedicated to promoting low-power wireless networks, ratified the first ZigBee specification this week."
4,"com December 17, 2004, 4:00 AM PT. Intel plans to come out with chips containing two processing cores next year, but that #39"
2,Australia are in firm control of the first Test with Pakistan after bowling the tourists out for 179 on the second day in Perth. Michael Kasprowicz took five wickets to give Australia a lead of 202 after the 
2,BUSAN - A VfB Stuttgart quartet arrived in Busan on Friday to further strengthen a confident German national team ahead of their friendly with South Korea.
2,"Chittagong, Bangladesh - Opener Gautam Gambhir slammed his maiden Test century and Rahul Dravid notched his 18th hundred to put India in command Friday on the opening day of the second cricket Test against Bangladesh."
2,"Led by All-American Ogonna Nnamani, the Stanford women #39"
2,"Kirk Hinrich and the Bulls are starting to play in a relaxed fashion, and it #39"
1,"ISN SECURITY WATCH (17/12/04) - Britains House of Lords ruled yesterday that the indefinite detention of foreign terrorism suspects was incompatible with the Human Rights Act and the European Convention on Human Rights (ECHR), in a decision Human "
1,"At least three Palestinians were killed in clashes with Israeli army who invaded the southern Gazatown of Khan Younis at dawn on Friday, medical sources said."
1,"TWO Great White sharks ripped a schoolboy surfer in two off a packed beach yesterday. Nick Peterson, 18, was being towed on his surfboard behind his grandmother #39"
1,Japan and the United States on Friday agreed to boost co-operation in their missile defence programs - an important first step in carrying out new defence guidelines that ease Tokyo #39
1,"Saudi rulers may have breathed a sigh of relief when protests calling for change were thwarted this week but reformists, scholars and even royal family members say the challenge will not go away."
1,"Former dictator, who remains in an undisclosed detention center, was described as being in good spirits and health. Rush to start trial splits cabinet."
3,Reuters - Circuit City Stores Inc.  on\Friday reported a narrower quarterly loss from continuing\operations as sales of higher-margin warranties and improved\distribution helped offset weak merchandise sales.
3,"Reuters - A U.S. bankruptcy court is likely to\revoke its temporary ban on the sale of Russian oil group\YUKOS's main production unit, lawyers said on Friday."
3, CHICAGO (Reuters) - Circuit City Stores Inc. &lt
3," NEW YORK (Reuters) - U.S. stock futures pointed to a flat  open on Friday, with investors awaiting November inflation  numbers due before the opening bell and oil prices hovering  around a two-week high."
3," LONDON (Reuters) - The dollar lost ground on Friday after a  stronger than expected German business sentiment survey boosted  the euro, but thin pre-holiday trade made moves erratic."
3, NEW YORK (Reuters) - Shares of Genentech Inc. &lt
3," LONDON (Reuters) - European shares eased from fresh 2-1/2  year highs on Friday after drugmaker AstraZeneca said clinical  studies found its Iressa lung cancer drug did not help patients  survive, sending its shares sliding."
3,"NEW YORK -- Michael G. Cherkasky, the longtime prosecutor now running embattled financial services giant Marsh   McLennan Cos., says he has figured out the main difference between investigating corporate wrongdoing and taking charge of a company targeted by a white-collar probe:"
3,"Philippe Camus announces that he will  leave Franco-German defence group EADS, bringing the company's power struggle to an end."
4,"Following the takeover of anti-spyware firm Giant, Microsoft said it would soon release a toolkit that strips machines of the irritating programs."
4,The discovery by Nasa #39
4,WASHINGTON -- Though President Bush wants to move quickly to replace outgoing NASA Administrator Sean O #39
2,"PORT ELIZABETH, South Africa (AFP) - South African batting kingpins Graeme Smith and Jacques Kallis were both out for nought as England made a strong start on the first day of the first Test at St George #39"
4,Microsoft said it plans to offer tools based on Giant #39
4,"In a private study conducted by IDC for Open Source Development Labs, Inc (OSDL), IDC predicted that the overall Linux marketplace revenues for server, PC hardware and packaged software on Linux is expected to reach \$35.7 billion by 2008."
1,"Havana - Less than two months after an accidental fall shattered his left kneecap and broke his right arm, Cuban President Fidel Castro is back on his feet, attending to visiting leaders and making public appearances."
2,"NEW YORK Dec 16, 2004 - Randy Johnson was on the verge of joining the New York Yankees in a three-team, megadeal that also includes Shawn Green and Javier Vazquez, a source told The Associated Press on Thursday night."
3,"NEW YORK, December 17 (newratings.com) - A US bankruptcy court yesterday granted the beleaguered Russian oil giant, OAO Yukos Oil Co (YUSA."
4,"In seven hours last week, great ocean waves exacted a terrible price in wealth and human lives. Future catastrophes may be far grimmer."
3,"MUNICH - German business confidence recorded a surprise jump in December, a survey of 7,000 executives released on Friday showed, rebounding to its highest level in eight months and underscoring optimism that Europe #39"
4,"No longer only a war of words, Apple Computer Inc. has quietly started to block the technology that RealNetworks Inc. created to get around the iPod music player #39"
4,"Ask Jeeves will launch a test version of its desktop search tool on Wednesday, following the launch of similar tools by rivals Microsoft on Monday and Google in October, and ahead of expected entries from America Online and Yahoo."
2,"BOSTON -- Red Sox pitcher Pedro Martinez will hold a news conference Thursday after he accepted a four-year, multimillion-dollar deal with the New York Mets earlier this week."
2,"Australia, buoyed by Justin Langer #39"
2,"Chittagong (Bangladesh), Dec. 17 (PTI): India put themselves in a commanding position after centuries from Gautam Gambhir and Rahul Dravid ensured the visitors another huge total against Bangladesh in the second and final cricket Test here today."
1,South Korea and Japan on Friday agreed to conclude negotiations to sign a free trade deal by the end of 2005. President Roh Moo-hyun and Japanese Prime Minister Junichiro Koizumi came up with 
1,"M ahmoud Abbas may have done more for the Palestinian people in a few weeks than Yasser Arafat did in four decades -- or, at least, four years."
3,The nation #39
1,"PANAMA CITY, Panama -- When the United States gave Panama control over its canal, many observers predicted that the international waterway would be plagued by problems at best and chaos at worst."
4,"Nearly 4 billion-year-old rocks from Greenland could hold the earliest evidence of life on Earth, University of Chicago and Field Museum scientists say."
1,"SEOUL, South Korea -- How long can the North Korean regime survive? A decade ago, it was taken as a matter of faith that it would soon be relegated to the same historical dustbin as the Soviet Union. But Kim Jong Il defied predictions of his political demise, and embarrassed pundits stopped even broaching the topic of the regime's life ..."
3,"In a move that may be seen by some in corporate America as an early lump of coal in many Christmas stockings, the Financial Accounting Standards Board (FASB) will require companies to report the cost of stock options in their financial statements beginning next year, it announced Thursday."
3," WASHINGTON (Reuters) - U.S. consumer prices rose modestly  in November as energy costs that had shot up a month earlier  and fanned inflation fears posted only a small gain last month,  the Labor Department said on Friday."
4,It #39
2,"On a day of big movement in baseball, the New York Yankees are on the verge of claiming the biggest prize of all. The Yankees closed in on completing a blockbuster three-team trade that would send Randy Johnson "
1,Reuters - Leaders of Japan and South Korea\jointly urged North Korea on Friday to return to talks aimed at\ending its nuclear weapons program and agreed imposing economic\sanctions now on Pyongyang would thwart such efforts.
4,AP - A benefit concert by the Boss is bringing out big bids on eBay. But some people offering tickets at several times their face value for an intimate performance Sunday by Bruce Springsteen may be running afoul of anti-scalping laws. The face value of the tickets is  #36
1,"AFP - Ukraine's presidential rivals both stumped for votes in this eastern industrial city, a key swing constituency where liberal intellectuals compete for influence with some of the country's most entrenched business interests."
4,"MacCentral - It's a little after 5 p.m. on a Friday evening in early December and Apple Computer Inc.'s store in Tokyo's Ginza district is bustling. The store opened just over a year ago as Apple's first retail location outside of the U.S. and it's a been a good year, said the manager of the company's Japanese retail operations in an recent interview."
1,"AP - U.N. Secretary-General Kofi Annan, fending off Republican demands for his resignation over alleged corruption, said Thursday he will expand U.N. support for Iraqi elections if need be. He said he was not offended that President Bush did not ask to see him during this visit to Washington."
4,"AP - Ukrainian opposition leader Viktor Yushchenko was poisoned by TCDD, the most harmful known form of dioxin and a key ingredient of the Vietnam-era herbicide Agent Orange, the scientist who conducted tests on the presidential candidate's blood said Friday."
1," BEIJING (Reuters) - China is to introduce legislation  against secession, state media reported on Friday, a move  analysts have said is aimed at mandating eventual reunification  with rival Taiwan."
1," IBUSUKI, Japan (Reuters) - Leaders of Japan and South Korea  jointly urged North Korea on Friday to return to talks aimed at  ending its nuclear weapons program and agreed imposing economic  sanctions now on Pyongyang would thwart such efforts."
1," GAZA (Reuters) - A smuggling tunnel being dug by  Palestinians on the Gaza-Egypt border collapsed on Friday and  at least five people were trapped inside, witnesses in the Gaza  frontier town of Rafah said."
1," KABUL (Reuters) - Five Afghan prison guards and police and  two prisoners were killed in a jail break attempt by al Qaeda  inmates on Friday and a shoot-out was going on with another  two, a spokesman for the Interior Ministry said."
1," SAO PAULO, Brazil (Reuters) - Kidnappers have freed the  mother of one of Brazil's most exciting young soccer talents,  Santos forward Robinho, 40 days after they seized her at  gunpoint from a party, the player's agent said on Friday."
1,"Kidnappers free the mother of Brazilian football star Robinho, six weeks after seizing her at gunpoint."
1,"Aid agency Medecins Sans Frontieres pulls out of a town in eastern DR Congo, amid rising concern at fighting."
3,Reuters - U.S. Treasury debt prices were swept\lower on Friday after failing to sustain a bounce despite a\moderate set of U.S. inflation numbers.
3,AP - Consumer prices rose by a mild 0.2 percent in November as costs for gasoline and food products calmed down after posting sharp increases the month before.
1,"The trial begins of former French foreign minister Roland Dumas, accused of corruption over art sales."
1,"At least three Westerners have been killed by insurgents in the northern Iraqi city of Mosul, local police say."
1,Windows users could soon be paying for Microsoft software that keeps their machine free of spyware.
1,An artist who used a life-sized Jabba the Hutt in a piece is shortlisted for the Beck's Futures prize.
1,"BRUSSELS -- European Union leaders agreed yesterday to open negotiations with Turkey next year on eventual EU membership, but the Turkish premier said more talks were needed -- presumably over the contentious issue of Cyprus -- before he could accept the offer."
1,KIEV -- Prime Minister Viktor Yanukovych said yesterday that he would not accept a victory by his opponent in the Dec. 26 rerun of Ukraine's contested presidential race and that his supporters were likely to turn out onto the streets en masse to block such an outcome.
1,"BUENOS AIRES -- Two sets of Americans have come here to talk global warming: the United States, opposed to controls on carbon emissions, and a bloc of united states, from Maine to Delaware, that plan to impose them."
1,"BEIJING -- Chinese authorities have arrested or reprimanded more than 750 officials in recent months in connection with billions of dollars in financial irregularities ranging from unpaid taxes to embezzlement, according to a report made public yesterday."
1,"WASHINGTON -- UN Secretary General Kofi Annan, fending off Republican demands for his resignation over alleged corruption, said yesterday he will expand UN support for Iraqi elections if need be. He said he was not offended that President Bush did not ask to see him during this visit to Washington."
1,"RIYADH, Saudi Arabia -- Hundreds of security forces made a show of force in two Saudi cities yesterday to ward off protests against the royal family, chasing a few would-be demonstrators in the streets and arresting several others, after a dissident called for a day of marches."
1,"PARIS -- Ten Islamic militants were convicted and sentenced to prison yesterday for a plot to blow up a crowded Christmas market on New Year's Eve 2000 -- a bombing that a prosecutor said was avoided ""by a hair"" and could have triggered the first blood bath of the new millennium."
1,"JERUSALEM -- Prime Minister Ariel Sharon, insisting that Israel has no wish to rule over the Palestinians, declared yesterday that 2005 would be  quot"
1,"Slab City, Calif., is not so much sinister as it is strange, a forlorn quarter of America where more than 3,000 elderly folk pass the winter."
3,Russian Foreign Minister Sergei Lavrov said Friday that the legal case against the country #39
3,"Rupert Murdoch, the billionaire CEO of News Corp. (NWS)(NWSA), has reportedly offered to buy a three-story penthouse for \$44 million, which would be the highest price ever paid for a Manhattan apartment if the deal goes through."
3,Wireless Internet company Tom Online Inc. on Friday said it signed a definitive agreement to buy a majority stake in Indiagames Ltd.
2,Arsenal manager Arsene Wenger has been fined 15 000 (about R160 000) for improper conduct over comments he made after the English champions #39
1,"Israeli tanks and troops raided southern Gaza on Friday in response to increasing Palestinian mortar attacks, killing at least five Palestinians and prompting hundreds to flee their homes, witnesses and medics said."
1,"The island paradise Bali will be off limits this holiday season. If your travel plans include Indonesia, you would be wise to cancel your trip immediately."
1,"Recruiters working for U.S. contractors are hiring former Colombian soldiers - and luring away active-duty ones - for security jobs in Iraq, according to a former army officer who met with the recruiters."
1,A prominent Cuban doctor returned home Thursday after an overnight stay at the Argentine Embassy that raised tensions between the two nations amid reports she was seeking political asylum.
4,&lt
1,"PORT BLAIR, Andaman and Nicobar Islands, India -- As she fled the killer waves swallowing her island, Namita Roy gave birth to a boy in a forest. His name is Tsunami."
4,Deaf people who use sign language could soon be using video phones to make calls.
4,"A gamer spends \$26,500 on a virtual island that exists only in a PC role-playing game."
4,US music firms take legal action against 754 computer users alleged to illegally swap music online.
4,"eBay agrees to buy Rent.com for \$415m (214m), gaining access to more of the online property market."
3," NEW YORK (Reuters) - The dollar rose on Friday, after a  U.S. report showed consumer prices in line with expections,  reminding investors that the Federal Reserve was likely to  continue raising interest rates, analysts said."
4,"Internet users witnessed yet another wave of spam, worms, viruses and other online attacks in 2004, and experts predict the online world will grow even more dangerous in 2005. &lt"
4,Microsoft Corp. disclosed plans Thursday to offer frustrated users of its Windows software new tools within 30 days to remove spyware programs secretly running on computers. But it might cost extra in coming months.
4,"Recording companies filed copyright infringement lawsuits against 754 computer users Thursday, the latest round of legal action in the industry's effort to squelch unauthorized swapping of music online."
4,&lt
4,The BBC's Asit Jolly in Chandigarh reports on India's disastrous efforts to cross-breed Asiatic and African lions.
4,Sparrows can piece together a complete song from fragments - research that could help with understanding memory.
4,"This week the Sun is in the 13th house of the zodiac, and that means Earth is getting hit by a strange breeze from beyond the solar system."
3,Intensive talks aim to end a stalemate over an EU demand that Turkey recognise Cyprus before accession.
3,"BERLIN Business confidence in Germany unexpectedly rose in December to its highest level in eight months, figures released on Friday showed."
2,A three-team trade that would send the D #39
2,"MELBOURNE, Australia -- If former Australian Davis Cup player Scott Draper has an early exit from next month #39"
2,Bode Miller finished fourth in a World Cup super giant slalom Friday in which Michael Walchhofer led a 1-2-3 Austrian sweep. Miller has won six of 11 races this season and still holds a commanding lead in the overall standings.
2,"Kobe Bryant and the new Lakers had been searching for a signature victory, something to prove their revamped club still can play with the West #39"
1,"Reuters - Large quantities of arms and ammunition\have poured into Darfur in the last two weeks and the\government appears to be preparing for a major military\offensive, the African Union (AU) said on Friday."
1,"Reuters - Canadian Prime Minister Paul Martin, keen\to play a greater role in a world dominated by the United States,\heads to Libya on Saturday for the latest in a series of\high-profile foreign trips."
1,Reuters - Rahul Dravid and Gautam Gambhir lashed big hundreds as India piled up 334 for two on the opening day of the second and final test against Bangladesh on Friday.
1," BRUSSELS (Reuters) - European Union leaders and Turkey  agreed on Friday the terms on which Ankara will start  membership talks with the bloc next October, an EU government  official said."
4,"TOKYO -- Cisco Systems will open a Tokyo-based research and development center focusing on Internet software and routing technologies in February 2005, the company said in a statement on Thursday."
4,"TOKYO -- NTT DoCoMo, Japan's biggest mobile communications carrier, achieved a 1Gbpspacket transmission speed using fourth-generation (4G) mobile communication equipment on Aug. 20, the company said Friday."
4,"ALMADEN, CALIFORNIA -- IBM has begun work on new technologies designed to boost the capacity of tape storage devices by 250 times. Using ""nanopatterning"" techniques derived from the company's microprocessor division, researchers say they expect to one day build cartridges that can store as much as 100TB of data."
4,"Our favorite genre-busters will roll, creep, slither, bounce, and wriggle their way into your free time--if you give them a try."
4,"Chip giant will need to introduce integrated memory controllers or redesign its frontside bus, analysts say."
3,"WASHINGTON (AFX) - US consumer price inflation moderated in November after a sharp rise in the prior month, the Labor Department said Friday."
1,"UNITED NATIONS -- Secretary General Kofi Annan said yesterday he will visit tsunami-devastated Indonesia to work with regional leaders to help coordinate aid and relief efforts on the ground. Annan said he will attend a regional meeting there Thursday. Asked how long he thought the reconstruction would take, Annan replied: ""It will differ from country to country, but my own ..."
3,"_ Rupert Murdoch, the billionaire CEO of News Corp., has offered to pay \$44 million for a three-story penthouse apartment where Laurance S. Rockefeller once lived, according to a published report."
3,"EBay Inc., the world #39"
3,"Cairn Energy Plc, which plans to produce 80,000-1,00,000 barrel of crude oil per day from its Mangala and Aishwariya fields in Rajasthan, is disputing a tax that has been imposed on production."
4,A legal row over software ownership could hinder Microsoft #39
4,Members of the panel monitoring NASA #39
2,"Chelsea take on Barcelona, Real Madrid face Juventus and AC Milan return to Manchester, scene of their 2003 European Cup triumph, following Friday #39"
2,Ruud van Nistelrooy is set to undergo a scan on his calf today as concerns deepen about the lingering problem. The prolific Dutchman - who tops United #39
2,"Fernando Morientes claims Liverpool have contacted him over a move from Real Madrid to Anfield. The Spaniard is frustrated with the lack of first team opportunities at the Bernabeu, and has been linked with a New Year move to Merseyside."
1,"Tokyo, Dec. 17 (VNA) - Japan and the United States signed an agreement on Friday that stipulates the details of bilateral cooperation on a ballistic missile defence system, according to Kyodo news service."
1,"South Korean President Roh Moo-hyun and Japanese Prime Minister Junichiro Koizumi will have a summit meeting in Kagoshima, Japan, on Friday to discuss issues of mutual interest, Chong Wa Dae said Wednesday."
3,"AP - Circuit City Stores Inc. reported a smaller-than-expected loss in the third quarter on store efficiencies and higher extended warranty sales, but the retailer's top executive said sales closer to the holiday season were slower than expected."
3, NEW YORK (Reuters) - Treasuries prices were swept lower for  a second straight session on Friday as technical selling from  different pockets of the market overshadowed a moderate set of  U.S. inflation numbers.
3,LeapFrog sticks to its quarterly ritual of raining on the toy-making parade.
3,Phil Knight saved the best for last for the company he helped nurture into a brand superstar.
3,An international banking consortium has decided to suspend approval for the 10 billion (6.9bn) loan to Gazprom that would have financed the state-controlled company #39
3,Circuit City Stores Inc. on Friday reported a narrower third-quarter loss from continuing operations as sales of higher-margin warranties and improved distribution helped offset weak merchandise sales.
3,"AccountingWEB.com - Dec-16-2004 - In a long-awaited and sure-to-be controversial move, the Financial Accounting Standards Board ruled yesterday that companies have to begin expensing for stock options given to employees as part of compensation packages."
3,"Ebay Inc. has agreed to acquire property listings site Rent.com Inc. for US\$415 million in its latest move to expand beyond online auctions, the company said late Thursday."
3,"PARIS (AFP) - French interests named the head of Airbus, Noel Foregeard, to be one of two new pilots running the EADS aeuronautics group after weeks of reported tension over his role."
2,"Chittagong, Dec. 17 (PTI): India will look to pile up a huge first innings score to back their bowlers on a flat, lifeless track in the second and final cricket Test against Bangladesh, vice-captain Rahul Dravid said here today."
4,PC World - Boxlight Raven's black chassis matches the Xbox.
1,A Territorian yesterday told how he watched in horror as two sharks savaged a man to death at a popular beach. Chris Niemoeller had been swimming near the same spot minutes earlier.
1,"ISN SECURITY WATCH (17/12/04) - Bosnian Foreign Minister Mladen Ivanic has been banned from entering the US, as Bosnian Serb officials come under pressure for failing to arrest Europes two most-wanted war criminals, Bosnian Serb wartime leader Radovan "
4,AFP - Japan's top mobile operator NTT DoCoMo said it was launching its i-mode Internet service in Russia and three other former Soviet republics through an agreement with Russia's largest provider Mobile TeleSystems (MTS).
4,InfoWorld - IBM on Friday announced it has signed up 115 companies since early September to develop for its eServer BladeCenter open specification it co-authored with Intel.
1,"Reuters - NATO is ready to speed Ukraine toward\closer ties and membership if pro-West presidential frontrunner\Viktor Yushchenko wins a revote on Dec. 26, alliance sources\and diplomats said on Thursday."
1," GAZA (Reuters) - Israeli tanks and troops raided southern  Gaza on Friday in response to increasing Palestinian mortar  attacks, killing at least six Palestinians and prompting  hundreds to flee their homes, witnesses and medics said."
1," ABUJA (Reuters) - Astronomical quantities of arms and  ammunition have poured into Darfur in the last two weeks and  the government appears to be preparing for a major military  offensive, the African Union (AU) said on Friday."
1,Ivory Coast's parliament start to debate proposed laws which lie at the heart of the two-year conflict.\&lt
4,"EBay Inc. said Friday it has agreed to acquire the online rental listing company Rent.com for \$415 million, consisting of \$385 million in eBay stock and \$30 million cash."
4,Mathematicians have made a model of the stable manifold of the origin of the Lorenz system - in crochet.
3, NEW YORK (Reuters) - Pfizer Inc. on Friday said patients  taking its blockbuster arthritis drug Celebrex in a long-term  cancer-prevention trial had more than twice the number of fatal  or non-fatal heart attacks as those taking a placebo.
3, NEW YORK (Reuters) - Treasuries prices were swept lower for  a second straight session on Friday as selling from different  pockets of the market overshadowed a moderate set of U.S.  inflation numbers.
3,  NEW YORK (Reuters) - U.S. stocks opened near unchanged on  Friday as oil prices hovered above \$44 a barrel while drug  company Pfizer Inc. &lt
3, LONDON (Reuters) - The world's biggest hotelier  InterContinental Hotels Group Plc said on Friday it was selling  13 hotels in the Americas for \$450 million as part of its  strategy of selling assets while still managing the hotels.
4,"Siebel Systems has agreed to acquire edocs, a maker of e-billing and customer self-service applications, for \$115 million, Siebel said Friday."
3,"US consumer price inflation moderated in November after experiencing a sharp rise in the prior month, the Labour Department said today."
3,Auto retailer reports that profit fell 6 percent in the third quarter as sales of new cars declined. DETROIT (Reuters) - Auto retailer CarMax Inc.
1,"PHUKET, Thailand -- Day after day, the bodies keep arriving at Wat Lam Kaen. The Buddhist temple in the Khao Lak beach section of this popular resort is one of several temples in the area that have been turned into makeshift morgues, where the calming aroma of incense has been overcome by the sulfurous smell of decay."
4,"gdSuite is an add-on to Google Desktop. With Google Desktop and gdSuite, you can instantly find emails (from Outlook and Outlook Express), chats (in AOL and AOL Instant Message AIM), and web pages you #39"
2,"Sports India, Cricket: Chittagong, Dec 17 : Consistent Rahul Dravid Friday became the first batsman to smash a Test century in all 10 Test playing nations when he scored his 18th ton in the second Test against Bangladesh here."
1,"LOS ANGELES -- ''Baghdad Girl"" fills the pink pages of a Web log with photos that show a skinny, dark-eyed teenager hugging her cats and classroom essays beginning with sentiments such as: ''Childhood is a beautiful stage in our life."""
1,Japan and the United States have signed an agreement to encourage cooperation on developing a missile defense system. Japanese Defense Minister Yoshinori Ono signed a memorandum of understanding 
1,Afghan troops stormed a notorious prison Friday in an assault aimed at ending a standoff sparked by a bloody escape attempt by four 
4,"Yahoo Games and GameSpot Partner for Gaming Content\\Yahoo Games and GameSpot a web source for unbiased gaming information, today announced a partnership through which GameSpot's comprehensive PC and video game content offering will be provided to Yahoo Games users, starting in the first quarter of 2005.\\As video games become increasingly ..."
4,"Google Froogle Adds Product Reviews\\Almost at the end of the Holiday online shopping season (unless you're going overnight delivery) Google has broken the mold of their Froogle shopping comparison search engine (not the Jello mold, but the Beta mold) and added 3rd Party product reviews.\\Google said that the product reviews ..."
4,"Google AdWords Content Changes Yield Results\\Search Engine Lowdown's Andy Beal had a chance to speak with Google's Mike Mayzel regarding the changes Google made to their AdWords (or AdSense) contextual ad network over the past year. Here are some findings from the conversation.\\Andy on AdWords:\\In partnership with Atlas, Google looked ..."
4,"Does Your Copy Look ""Fake"" To the Search Engines?\\From the early days of search engine optimization, keywords and content have always been vital to achieving your goals. Starting back in the days when we used to shove every slightly relevant keyword into our Meta tags, it has been obvious that ..."
