"Label;Description";;;;;;;;;
"3,""Continental cuts \$22 mln more in wages, benefits"",""Continental Airlines (CAL.N: Quote, Profile, Research) on Thursday finalized details of wage and benefits cuts for reservations and food service workers that the airline said """;;;;;;;;;
"2,""Birminghams Gronkjaer going to Spain"",""MADRID: Atletico Madrid is close to signing Denmark #39";;;;;;;;;
"2,""Germany score easy win over Japan"",""YOKOHAMA: Germany started their three-game Asia tour with a 3-0 victory in Japan yesterday to shake off some recent World Cup ghosts.""";;;;;;;;;
"1,""Blair holds key as EU opens door to Turkey"",""Tony Blair is on course to take charge of historic negotiations designed to pave the way for Turkish membership of the EU after European leaders last night gave the green light to accession talks.""";;;;;;;;;
"1,""Bin Laden tape put online"",""A new audiotape purportedly from Osama bin Laden was put on the internet yesterday, praising gunmen who attacked a US consulate in Saudi Arabia last week and blaming the royal family for unrest in the kingdom.""";;;;;;;;;
"1,""Iraqi militants claim Italian aid worker was murdered as a  #39";;;;;;;;;
"1,""Sudan orders halt of fighting in Darfur but rebels say attacks &lt";;;;;;;;;
"1,""UHaiti Gov #39";;;;;;;;;
"3,""Fidelity Disciplines 16 Workers Over Gifts (AP)"",""AP - Fidelity Investments on Thursday disciplined 16 employees for violating the mutual fund giant's conflict-of-interest policies covering gifts from brokers to Fidelity's traders.""";;;;;;;;;
"3,""Anlaysis: Yukos seeks legal asylum in US"",""Over the years Russia #39";;;;;;;;;
"3,""US approves high-flying broadband"",""US DOMESTIC air travellers could be surfing the web by 2006 via government-approved technology that allows people access to high-speed internet connections while they fly.""";;;;;;;;;
"3,""Sepracor Shares Rise on Insomnia Drug OK"",""Drug maker Sepracor Inc. has won federal approval for a prescription insomnia medication the company is counting on to challenge larger rivals in the fast-growing \$2.1 billion-a-year sleep aid market.""";;;;;;;;;
"3,""Wall Street's Designs on '05? A Boom in Merger Activity"",""After years of self-doubt and housecleaning in the wake of Enron, corporate America has gotten a bit of swagger back in its step.""";;;;;;;;;
"4,""What #39";;;;;;;;;
"4,""Violent video games get shot again."",""After being in the news more times than I have actually watched the news, the discussion about how bad are violent video games for minors, is back in session.""";;;;;;;;;
"4,""Adobe Repairs Reader, Acrobat Flaws"",""Adobe this week updated its Acrobat and Reader software to fix vulnerabilities spotted by security intelligence firm iDefense. Adobe this week updated its Acrobat and Reader software to fix vulnerabilities """;;;;;;;;;
"4,""Linux To Ring Up \$35B By 2008"",""For a theoretically free operating system, Linux is -- and will continue to be -- a cash cow. A research firm sees a bright financial future for the OS.""";;;;;;;;;
"4,""Microsoft posts critical configuration patch"",""Microsoft released a  quot";;;;;;;;;
"4,""ICANN Institutes New Annual Fee"",""If you own any domain names ending in .net, you will be required to pony up an extra \$0.75 per year per .net domain name, courtesy of the Internet Corporation for Assigned Names and Numbers (ICANN).""";;;;;;;;;
"2,""21st-century Langer gives Australia edge"",""The opener Justin Langer became Test cricket #39";;;;;;;;;
"2,""Smoltz agrees to new two-year deal with Braves"",""John Smoltz was part of some talented starting rotations in Atlanta before becoming the team #39";;;;;;;;;
"2,""Parma late show secures UEFA Cup survival"",""PARIS (AFP) - Italian Serie A strugglers Parma gave Pietro Carmignani a reason to smile on his return to his old job with a 3-2 win over Besiktas which guaranteed them a place in the last 16 of the UEFA Cup.""";;;;;;;;;
"2,""Atletico Madrid complete deal for Birmingham #39";;;;;;;;;
"2,""Cropp Wants Deadline Extension"","" Thomas Boswell: In the coming days, Washington and its disingenuous DC Council must make a simple decision.  Michael Wilbon: Now is not the time for Linda Cropp to show the city how tough she is.""";;;;;;;;;
"2,""Germany beats Japan 3-0"",""YOKOHAMA - Germany spoiled Zico #39";;;;;;;;;
"2,""Ex-Nebraska coach Solich hired to turn around Ohio University"",""Former Nebraska coach Frank Solich was introduced on Thursday as Ohio #39";;;;;;;;;
"2,""Pittsburgh #39";;;;;;;;;
"1,""Quit or be toppled, bin Laden tells Saudi elite"",""Saudi riot police chased anti-royalist demonstrators through Jeddah yesterday and arrested more than a dozen as a tape recording, purportedly by Osama bin Laden, called """;;;;;;;;;
"1,""Greek Albanians #39";;;;;;;;;
"1,""Quinn may leave hospital tomorrow"",""The pregnant former lover of David Blunkett who has been receiving treatment for stress-related complications may be released from hospital tomorrow, according to her husband.""";;;;;;;;;
"1,""Bush vows pension fund shake-up"",""The US president says he plans far-reaching reforms to the Social Security system which funds pensions.""";;;;;;;;;
"3,""Nike's 2nd-Quarter Earnings Jump"","" NEW YORK (Reuters) - Nike Inc. &lt";;;;;;;;;
"2,""Solich to Coach Ohio"",""Former Nebraska coach Frank Solich was introduced as Ohio's new football coach Thursday, returning to the state where he grew up and promising to rebuild a program that has gone 11-35 over the past four seasons.""";;;;;;;;;
"2,""NHLPA Disputes Claims"",""The NHLPA said on Thursday that its 24 percent salary rollback would produce a \$275.5 million profit for teams as opposed to a \$568.5 million loss, as stated by the NHL.""";;;;;;;;;
"1,""Bush Says Social Security Plan Would Reassure Markets"",""President Bush continued to lay the groundwork for a strong effort by the White House to overhaul Social Security.""";;;;;;;;;
"3,""Update 1: Thursday #39";;;;;;;;;
"4,""Water of life and other scientific highlights of 2004"",""The scientific Breakthrough of the Year awards are less glitzy than the Oscars, but the discoveries they honour are as spirit-stirring as anything to come out of Hollywood.""";;;;;;;;;
"2,""Braves have a Schuerthing"",""This isn #39";;;;;;;;;
"1,""Israel says it will back Blair peace conference"",""By Anton La Guardia, Diplomatic Editor and Inigo Gilmore in Herzliya. Israel threw its weight yesterday behind Tony Blair #39";;;;;;;;;
"1,""Iraqi Militants Say They Shot Italian"",""BAGHDAD, Iraq - Iraqi militants said they shot and killed an Italian citizen after he tried to break through a guerrilla roadblock on a highway outside the insurgent stronghold of Ramadi.""";;;;;;;;;
"1,""Australian zone widens  #39";;;;;;;;;
"1,""Teenage surfer ripped in half by pair of sharks"",""An Australian teenager was killed by a pair of great white sharks yesterday in the country #39";;;;;;;;;
"3,""Philips sells PC screens arm to TPV Technology"",""By Francesco Guerrera in Hong Kong and Ian Bickerton in Amsterdam. Philips, the Dutch electronics company, on Thursday said it had sold its personal computer screens business to the Taiwanese group TPV Technology """;;;;;;;;;
"4,""Governor Pledges to Ban Violent Video Games for Minors"",""Governor Rod Blagojevich wants Illinois to be the first state to make it illegal to sell violent video games to minors. Currently the law does not prohibit selling or renting violent and sexually explicit games to children younger than 18.""";;;;;;;;;
"4,""The Undiscovered Monkey: Researchers Identify New Species of &lt";;;;;;;;;
"2,""A #39";;;;;;;;;
"2,""Manning Helps in Developing Giant Game Plan"",""As if the last four weekends have not been disheartening enough for Eli Manning, along comes another rookie quarterback, only this one has a terrific record and has charmed an entire city.""";;;;;;;;;
"2,""Hudson Joins Braves, Mariners Sign Beltre (AP)"",""AP - The Atlanta Braves made another huge pitch for success, getting Tim Hudson from Oakland. And the Seattle Mariners added another slugger, grabbing Adrian Beltre off the free-agent market.""";;;;;;;;;
"1,""Call for Demonstrations Falls on Deaf Ears"",""JEDDAH, 17 December 2004 - A call by London-based dissident, Saad Al-Faqih, to his followers to stage anti-government demonstrations across the Kingdom fell on deaf ears yesterday.""";;;;;;;;;
"2,""A's Trade Pitcher Tim Hudson to Braves (AP)"",""AP - Tim Hudson was traded from the Oakland Athletics to Atlanta, a blockbuster deal Thursday that further bolstered the Braves' revamped rotation.""";;;;;;;;;
"1,""Cuban M.D. Staying at Argentine Embassy (AP)"",""AP - A prominent Cuban doctor who was denied permission to travel to Buenos Aires to visit relatives was staying at the Argentine Embassy on Thursday, but her son said she does not plan to seek asylum in a case that has raised tensions between the two nations.""";;;;;;;;;
"1,""Alleged Bin Laden Tape Praises Attack (AP)"",""AP - A man identified as Osama bin Laden, speaking on an audiotape posted on an Islamic Web site Thursday, praised the men who attacked a U.S. consulate in Saudi Arabia earlier this month and called on militants to stop the flow of oil to the West.""";;;;;;;;;
"2,""Competition in sight for Clement"",""The Red Sox are one of seven teams that have an offer on the table to righthander Matt Clement , who came up in the Padres' system with Theo Epstein and remains one of the most attractive pitching options left on the market despite a career record under .500.""";;;;;;;;;
"2,""Mariners, Beltre reach agreement"",""com. One day after signing a right-handed hitter with two 45-home run seasons on his resume, the Mariners are on the verge of signing the current Major League home run champion.""";;;;;;;;;
"2,""19-year veteran slated to get bulk of action in 2005"",""com. The Pittsburgh Pirates acquired veteran catcher Benito Santiago on Thursday from the Kansas City Royals in exchange for minor league right-hander Leo Nunez.""";;;;;;;;;
"1,""16 die in fresh Nepal clashes"",""Sixteen Maoist rebels were killed in clashes with Nepalese security forces Thursday in the western district of Dailekh, Royal Nepal Army spokesman Deepak Gurung has told CNN.""";;;;;;;;;
"3,""Symantec to Buy Veritas for \$13.5 Billion"",""Symantec Corp., the top global security software maker, on Thursday said it will buy data management software company Veritas Software Corp.""";;;;;;;;;
"3,""Philips sells PC monitor and flat TV manufacturing unit"",""Taiwan #39";;;;;;;;;
"3,""Goldman #39";;;;;;;;;
"4,""Software Giant Buys Giant Software"",""Microsoft today announced that it will buy Giant Company Software, a developer of anti-spyware and Internet security offerings. The Redmond, Washington, firm will use technology from the acquisition """;;;;;;;;;
"4,"" #39";;;;;;;;;
"2,""Edu waves goodbye to Highbury"",""Arsenal midfielder Edu has confirmed he will leave the Premiership champions next summer and move to La Liga. Edu, whose contract with the London club expires at the end of the season, says he has yet to make """;;;;;;;;;
"2,""Ask Vic: Philly #39";;;;;;;;;
"2,""Twins sign Mulholland to minor league deal"",""MINNEAPOLIS - The Minnesota Twins and 41-year-old left-hander Terry Mulholland agreed to terms Thursday on a minor-league contract with an invitation to spring training.""";;;;;;;;;
"1,""Annan pledges to cooperate in oil-for-food probe"",""United Nations Secretary-General Kofi Annan, making his first trip to Washington since members of Congress called for his resignation over allegations of fraud in """;;;;;;;;;
"1,""SA orders destruction of killer shark"",""The South Australian Government has authorised police and wildlife officers to destroy the shark which killed 18-year-old Nick Petersen off West Beach in Adelaide yesterday.""";;;;;;;;;
"1,""Three linked to IRA jailed in Colombia"",""Three Irishmen linked to the IRA have been given long prison sentences in Colombia, having their had earlier acquittals overturned for supplying explosives training to anti-government guerrillas.""";;;;;;;;;
"1,""Saddam allowed to meet with lawyer"",""AMMAN - Saddam Hussein, Iraq #39";;;;;;;;;
"1,""N.Koreans Seek Refuge at Japan School in China (Reuters)"",""Reuters - Seven people claiming to have defected\from North Korea sought refuge in a Japanese school in Beijing\on Friday, Japanese government officials said.""";;;;;;;;;
"1,""N.Koreans Seek Refuge at Japan School in China"","" TOKYO (Reuters) - Seven people claiming to have defected  from North Korea sought refuge in a Japanese school in Beijing  on Friday, Japanese government officials said.""";;;;;;;;;
"1,""Bush Immigration Plan Meets GOP Opposition (washingtonpost.com)"",""washingtonpost.com - President Bush's plan to liberalize the nation's immigration laws to allow millions of undocumented workers the opportunity for legal status appears to be on a collision course with newly aroused sentiment among House Republicans pushing for a crackdown on illegal immigration.""";;;;;;;;;
"2,""Newcastle Tops UEFA Cup Group, Parma Advances to Round of 32"",""Newcastle drew 1-1 against visiting Sporting Lisbon to finish atop its group in European soccer #39";;;;;;;;;
"1,""Iran, Syria and the Iraqi quagmire: rein in manipulation before &lt";;;;;;;;;
"2,""After Looking Up to Sky, a Star Is Transplanted"",""After his introductory news conference with the Mets, Pedro Martnez appeared as vulnerable as any man who had just bought a house or entered a marriage.""";;;;;;;;;
"2,""Martnez's Value Goes Beyond Mound"",""The Mets are hoping to use Pedro Martnez as a tool for marketing, recruiting free agents and expanding their appeal in the Caribbean and South America.""";;;;;;;;;
"2,""Yankees See New Chance to Make Deal for Johnson"",""Two agents said that the Yankees were on the verge of acquiring Randy Johnson from the Arizona Diamondbacks.""";;;;;;;;;
"3,""Symantec to Buy Veritas Software in Deal Worth \$13.5 Billion"",""Symantec, a leader in security software, will acquire Veritas, a maker of data storage programs, to create the world's fourth-largest software company.""";;;;;;;;;
"2,""What's Wrong With Jets? Not Enough Points"",""Frustrated members of the Jets' offense have been venting all week about their shortcomings after Sunday's 17-6 loss to Pittsburgh.""";;;;;;;;;
"3,""3 Years After Enron, Resistance to New Rules Grows"",""The issue that is contentious is a rule that is meant to assure that if an investor offers to buy a share for \$25, no stock will be sold for less until his order is filled.""";;;;;;;;;
"3,""Judge in Grasso Trial Was Suggested for Post at Big Board"",""A headhunter for the judge who will preside over Richard A. Grasso's trial sent a copy of the judge's resume to the stock exchange promoting him as a possible board candidate.""";;;;;;;;;
"3,""Trade Data Show Another Record Deficit"",""The broadest measure of the country's trade and investment flows registered a record deficit of \$164.7 billion in the third quarter.""";;;;;;;;;
"3,""Symantec to Buy Veritas Software in Deal Worth \$13.5 Billion"",""The Symantec Corporation, a leader in security software and one of Silicon Valley #39";;;;;;;;;
"3,""Goldman Sachs Says Earnings Rose 23 for Quarter"",""Goldman Sachs reported a 23 percent increase in earnings for the fourth quarter, driven by robust gains in investment banking, asset management and trading.""";;;;;;;;;
"3,""Parmalat sues 45 banks over bust"",""Parmalat has sued 45 banks as it tries to reclaim money paid to banks before the scandal-hit Italian dairy company went bust last year.""";;;;;;;;;
"3,""US Airways flight attendants OK possible strike"",""The more than 5,000 US Airways flight attendants represented by the Association of Flight Attendants overwhelmingly voted in favor of possible strikes against the carrier.""";;;;;;;;;
"2,""Uefa optimistic over quota system"",""UEFA, European footballs governing body, remains confident of success in its efforts to introduce a revolutionary quota system that would transform the face of football by forcing clubs to """;;;;;;;;;
"2,""Pitino might bring back Farley"",""Louisville announced Wednesday night that the little-used Farley had been dismissed but did not specify the reason. Farley had only seen six minutes of action in two games this season.""";;;;;;;;;
"2,""Report: Solich lands Ohio job"",""BRISTOL, Connecticut (Ticker) - It appears that Frank Solich #39";;;;;;;;;
"1,""French Court Jails 10 for Al-Qaeda-Linked Plot in Strasbourg"",""A Paris court gave 10 suspected Islamic terrorists jail terms of up to 10 years for a plot to bomb Strasbourg #39";;;;;;;;;
"1,""AU pledges to increase ceasefire observers in Darfur"",""The African Union (AU) pledged Thursday to increase its ceasefire observers from the current 1,000 to 3,320 in the troubled western Darfur region of Sudan.""";;;;;;;;;
"3,""Philips switches strategy pictures through flat screen disposal"",""AMSTERDAM (AFP) - The Dutch electronics group Philips said that it is selling its low-brand flat screens business group to TPV Technology of Taiwan as part of a strategic change of direction, and in line with a trend by big groups to use Asian partners to """;;;;;;;;;
"1,""Israeli Forces Launch New Gaza Operation (Reuters)"",""Reuters - Israeli tanks rumbled into the\northern Gaza Strip on Sunday to try to stop cross-border\rocket attacks described by front-running Palestinian\presidential candidate Mahmoud Abbas as useless.""";;;;;;;;;
"3,""Kidde succumbs to 17m  #39";;;;;;;;;
"4,""Adobe patches Acrobat Reader"",""Security flaws in Adobe Acrobat Reader that could allow an attacker to take over a user #39";;;;;;;;;
"2,""Gronkjaer to wear number 11 with Atletico Madrid"",""Danish midfielder Jesper Gronkjaer is about to join Atletico Madrid from English premier league side Birmingham next week, the Spanish club announced on Thursday.""";;;;;;;;;
"2,""FA punish Wenger with record 15,000 fine"",""Arsenal made an ignominious piece of history yesterday when Arsne Wenger was fined 15,000 - a record for a manager - and severely reprimanded by the Football Association """;;;;;;;;;
"2,""A #39";;;;;;;;;
"2,""Montreal Expos Will Not Move to Washington"",""Major League Baseball #39";;;;;;;;;
"2,""Lack of Courtesy From ADs Miffs Osborne"",""Tom Osborne has been out of college football for seven years, and now he can #39";;;;;;;;;
"1,""Albanian Bus Hijacking Raises Unpleasant Issue for Greeks"",""Television viewers around the world watched a drama unfold in Athens on Wednesday morning, when two unknown hijackers took hostage 26 Greek bus passengers and threatened to detonate the bus.""";;;;;;;;;
"2,""BoSox Game 4 Lineup Card Draws Record Bid (AP)"",""AP - The Boston Red Sox lineup card from Game 4 of the 2004 World Series brought a site-record bid of  #36";;;;;;;;;
"2,""William   Mary QB Wins Payton Award (AP)"",""AP - William  amp";;;;;;;;;
"3,""Wrapping Up  #39";;;;;;;;;
"2,""New head coach clear on goals for Rebels"",""New Ole Miss head coach Ed Orgeron, speaking for the first time since his hiring, made clear the goal of his football program.  quot";;;;;;;;;
"1,""Sharon gives Blair #39";;;;;;;;;
"1,""Law Lords blow to anti-terror rule"",""The indefinite detention without trial of foreign nationals under emergency terror laws is incompatible with European human rights laws, the Law Lords have ruled.""";;;;;;;;;
"1,""PM sets up Blunkett return"",""who quit as Home Secretary on Wednesday evening -fter next Mays General Election. Sources say he could return as """;;;;;;;;;
"1,""Violence greets Iraq election campaign."",""Baghdad: An Italian hostage was reported killed in Iraq, adding to the violence around the start of campaigning for the first post-Saddam Hussein elections, while for the first time since his capture a year ago the ousted president met his family """;;;;;;;;;
"2,""Braves Acquire Hudson";;;;;;;;;
"2,""The Smaller the Better"",""Division I transfer quarterbacks Justin Rascati and Craig Ochs will lead James Madison and Montana, respectively, in the I-AA final Friday.""";;;;;;;;;
"2,""Big Unit Deal in Works"",""Randy Johnson was on the verge of joining the Yankees in a three-team, megadeal that also includes Shawn Green and Javier Vazquez, a source told the AP on Thursday.""";;;;;;;;;
"3,""Kremlin Reasserts Hold on Russia's Oil and Gas"",""A judge in Houston tried to temporarily halt Russia's planned auction of the most profitable unit of oil giant Yukos.""";;;;;;;;;
"3,""Regulators Adopt Tighter Rules on Accounting for Stock Options"",""Accounting regulators adopted rules yesterday requiring publicly traded companies to treat the stock options they give to employees as normal business expenses.""";;;;;;;;;
"3,""Fidelity Disciplines 16 Traders Over Gifts From Brokers"",""The mutual fund giant Fidelity Investments disciplined 16 traders yesterday, two of whom have left the firm, as part of an extensive investigation into whether employees improperly accepted gifts and entertainment from brokers.""";;;;;;;;;
"4,""Panel Sees Shuttle Flights Resuming Soon"",""NASA should be able to meet all requirements for resuming space shuttle flights next spring, but some solutions, like repairing damage to heat shields, will be open """;;;;;;;;;
"4,""Australia #39";;;;;;;;;
"4,""BT to offer Blackberry-enabled Siemens handsets"",""British telco BT has reached agreements with German mobile handset maker Siemens and Canadian wireless solutions provider Research In Motion (RIM) to offer UK corporate customers the Siemens SK65 handset with Blackberry Built-In technology.""";;;;;;;;;
"2,""Almost done: Johnson to Yankees, Green to Arizona, Vazquez to &lt";;;;;;;;;
"2,""Braves Acquire Hudson";;;;;;;;;
"2,""Receiver expected to miss game"",""Pittsburgh Steelers: Wide receiver Plaxico Burress (hamstring) was downgraded from questionable to out for Saturday #39";;;;;;;;;
"1,""Europe Invites Turkey to Hold Membership Talks Next October"",""Despite widespread public opposition, the European Union #39";;;;;;;;;
"1,""UK Verdict May Jeopardize Blair #39";;;;;;;;;
"1,""Iceland Offers Asylum to Jailed Fischer"",""TOKYO, Dec. 16 -- Iceland has agreed to offer asylum to Bobby Fischer, the former chess champion who is being held in a Japanese jail while fighting extradition to the United States, Iceland #39";;;;;;;;;
"1,""Italian President Vetoes Justice Reform (AP)"",""AP - Italy's president dealt a blow to the center-right government Thursday by vetoing one of its centerpiece reforms, an overhaul of the justice system.""";;;;;;;;;
"1,""Saddam Meets Lawyer, Aides Due in Court (AP)"",""AP - Saddam Hussein met with a defense lawyer Thursday for the first time since his capture a year ago, days before several of his top aides are due to appear in court for hearings on alleged war crimes.""";;;;;;;;;
"1,""Seven presumed North Koreans seek refuge in Beijing Japanese school (AFP)"",""AFP - Seven people believed to be North Koreans rushed into a Japanese school in Beijing seeking refuge, the latest in a steady stream of defectors from the Stalinist state.""";;;;;;;;;
"3,""Yukos seek US court order to block forced sale in Russia"",""The crisis-hit Russian oil company Yukos sought refuge in a United States bankruptcy court yesterday, telling the presiding judge it had no recourse within Russia #39";;;;;;;;;
"3,""J amp";;;;;;;;;
"3,""Oil futures stabilize above US\$44 a barrel after jump in prices"",""Oil futures stabilized Thursday after a jump in prices the previous day that reflected a drop in US crude and heating oil stocks even as demand was rising with cold weather spreading across the US Northeast and Midwest.""";;;;;;;;;
"3,""UTC to buy Kidde in 1.4bn deal"",""Kidde, the UK fire and safety products company, said yesterday it had accepted a cash offer from United Technology Corporation that values the group at 1.442bn.""";;;;;;;;;
"1,""Turkey Keeps EU Waiting for Reply on Talks Offer"","" BRUSSELS (Reuters) - Turkey's Prime Minister kept the EU  waiting on Friday on whether he would accept the terms of its  historic offer to start accession negotiations, leaving  late-night talks with the bloc's presidency without a deal.""";;;;;;;;;
"4,""Zafi virus hits e-mail"",""by di-ve.com. The latest e mail virus to hit local Internet users is cleverly masked as a Christmas Greeting -- unfortunately, unsuspecting users who open the e mail attachment, end up infecting their computer with a virus, known as Zafi.""";;;;;;;;;
"4,""NASA Spacecraft Tracks Global Air Pollution"",""A NASA spacecraft has begun the first-ever daily tracking of how air pollution moves across the globe, a scientist at NASA #39";;;;;;;;;
"2,""Three-way deal in making that finally sends  #39";;;;;;;;;
"2,""Mets challenge intrigues Martinez"",""The former Red Sox ace formalized a 53 (m) million dollar, four-year contract with the New York Mets today (Thursday) and embraced the idea of helping rebuild a team that has fallen on hard times.""";;;;;;;;;
"2,""Pistons Top Cavaliers 81-69 (AP)"",""AP - Richard Hamilton scored 21 points and the Detroit Pistons held Cleveland to a six-point third quarter and almost held LeBron James scoreless in the second half in an 81-69 win Thursday night.""";;;;;;;;;
"1,""S.Korea and Japan Keep Up Summit Shuttle on North"","" SEOUL (Reuters) - South Korean President Roh Moo-hyun was  leaving for a two-day official visit to Japan on Friday for  summit talks that will focus on the North Korean nuclear  problem and Japan's deteriorating ties with the communist  state.""";;;;;;;;;
"2,""A Couple of Davids Team Up in Queens"",""For 43 years, the Mets have been a relatively white team reflecting the suburbs. Now, with Omar Minaya and Pedro Martinez, talent and desire speak Spanish.""";;;;;;;;;
"1,""Guard Reports Serious Decline in New Recruits"",""The Army National Guard has failed for two months to meet its recruiting quotas, falling about 30 percent below its overall target.""";;;;;;;;;
"1,""Indian, Twice Removed"",""Indo-Caribbeans, who have not felt particularly embraced by Indians in Flushing and Elmhurst in Queens, have cobbled together their own community in Richmond Hill.""";;;;;;;;;
"4,""NASA spacecraft tracks global air pollution"",""A NASA spacecraft has begun the first-ever daily tracking of how air pollution moves across the globe, a scientist at NASA #39";;;;;;;;;
"2,""Report: Yanks acquire Big Unit in three-team trade"",""New York, NY (Sports Network) - According to a published report, the New York Yankees have finally landed ace lefthander Randy Johnson.""";;;;;;;;;
"1,""Turkey on brink of joining EU"",""EU LEADERS were poised last night to open accession talks with Turkey, giving a massive boost to Ankaras four decade long bid to join the European Union.""";;;;;;;;;
"1,""Hussein Sees Attorney Before Aides' Hearings"",""Saddam Hussein met with a defense attorney Thursday for the first time since the former Iraqi president was captured a year ago and days before several of his top aides are due to appear in court for hearings on alleged war crimes.""";;;;;;;;;
"1,""Hussein, Defense Lawyer Meet for 1st Time"",""Saddam Hussein met for the first time since his capture a year ago with a defense lawyer Thursday, two days after Iraq announced it will soon bring top figures of the fallen regime to court, the chief of the former dictator's legal team said.""";;;;;;;;;
"2,""NBA ROUNDUP Yao Leads Early All-Star Voting"",""By The Associated Press. Shaquille O #39";;;;;;;;;
"1,""Colombia Won't Extradite Top Warlord (AP)"",""AP - President Alvaro Uribe pledged Thursday not to extradite the country's top right-wing paramilitary leader to the United States to face drug trafficking charges provided he ceases all illegal activities and stays in peace talks.""";;;;;;;;;
"3,""Update 4: Companies Told to Start Expensing Options"",""The nation #39";;;;;;;;;
"4,""Microsoft Consumes Little Giant"",""Strange that it should take so long for something like this to happen. After all, it #39";;;;;;;;;
"4,""IBM steps up grid partner plan"",""WALTHAM, Mass.--IBM is ramping up its recruitment efforts with application companies in an effort to make an emerging distributed computing technology, called grid computing, pervasive in corporations.""";;;;;;;;;
"1,""Tabloid tales and the downfall of a minister"",""14 AUGUST: The News of the World reveals he is having an affair with a married woman. 15 AUGUST: The Sun names the married woman as Kimberly Fortier - who has since changed her name to Quinn.""";;;;;;;;;
"1,""World stars support Asian tsunami charity match (AFP)"",""AFP - Cricket's world stars signalled their support for victims of the overwhelming Asian tsunami by agreeing to play in the first of two benefit matches in Melbourne next week.""";;;;;;;;;
"3,""Nikkei Up 1.61, Buying in Futures Noted"","" TOKYO (Reuters) - Japan's Nikkei average rose 1.61 percent  by midsession on Friday on a wave of short-covering after some  players bet the country's economic slowdown wouldn't last long  and bought stock futures while selling bond futures.""";;;;;;;;;
"3,""FASB Orders Options Counted as Expenses"",""Accounting standards setters yesterday issued a long-awaited plan requiring companies to treat stock options as expenses on their books, even as lobbyists vowed to derail the initiative before it takes effect in June.""";;;;;;;;;
"3,""US Airways, Flight Attendants Closer to Deal"",""The lead negotiators for US Airways flight attendants reached a tentative agreement on a new contract that will save the carrier about \$94 million a year, officials from both sides said yesterday.""";;;;;;;;;
"3,""3Com Posts Wider-Than-Expected Loss"",""3Com Corp. (COMS.O: Quote, Profile, Research) on Thursday posted a wider-than-expected second-quarter loss, amid stiff competition from Cisco Systems Inc.""";;;;;;;;;
"4,""Microsoft enters anti-spyware fray"",""Computer users already associate Microsoft Corp. software with spyware and viruses. But the company hopes to someday be better known for eradicating them, not attracting them.""";;;;;;;;;
"4,""New species of monkey discovered in Northeastern India :"",""India News  gt";;;;;;;;;
"4,""Cassini Craft Spies Saturn Moon Dione"",""The Cassini spacecraft #39";;;;;;;;;
"4,""IBM Launches New RFID And Sensor Software"",""The software, developed by IBM #39";;;;;;;;;
"4,""CMU grad hopes to turn Skype #39";;;;;;;;;
"2,""Yankees reportedly to get Johnson in blockbuster trade"",""LOS ANGELES (AFP) - The New York Yankees are poised to add five-time Cy Young Award winner Randy Johnson to their rotation in a blockbuster three-team trade, New York Newsday reported on its website.""";;;;;;;;;
"2,""McLeish on wrong side of the thin blue line"",""TWO weeks ago, Alex McLeish was posing for the photographers at Murray Park with the Bank of Scotlands Manager of the Month award for November, savouring a period which had turned Rangers season around and seemed to have discarded any short-term """;;;;;;;;;
"2,""Hudson sent to Braves with Meyer, Thomas, Cruz going to the &lt";;;;;;;;;
"2,""Cavs smothered by Pistons #39";;;;;;;;;
"2,""Revealed: why refs get it wrong"",""A STUDY has confirmed what football fans have suspected for years - referees get offside decisions wrong because they cannot see whats happening on the park.""";;;;;;;;;
"2,""Wizards: A Magical Season or an Illusion?"",""Don #39";;;;;;;;;
"1,""Thai Tsunami Survivors Pray for Dead, Look Ahead (Reuters)"",""Reuters - A week after a deadly tsunami\swept away thousands of lives along Thailand's tropical\coastline, people prayed for the victims in special church\services Sunday and spoke of putting the tragedy behind them.""";;;;;;;;;
"1,""UK Home Secy rules out release of terror suspects"",""Taking a tough stance, the new British Home Secretary Charles Clarke ruled out release of 12 overseas terror suspects, even after Law Lords ruled detention without trial as a breach of human rights law.""";;;;;;;;;
"1,""Italian hostage among 12 killed in Iraq"",""BAGHDAD: At least 12 people, including an Italian hostage, were killed in Iraq on Thursday as violence continued. An Islamist group claimed that it had killed an Italian hostage identified as Salvatore Santoro """;;;;;;;;;
"4,""Internet calls can trim festive costs"",""ONE Christmas ritual should be a lot cheaper this year for anybody with broadband. Calling friends and relatives just about anywhere in the world now costs nothing, or just over 1p a minute (0.02 to be exact """;;;;;;;;;
"3,""Judge Orders Halt to YUKOS Unit Auction"","" HOUSTON (Reuters) - A U.S. bankruptcy court on Thursday  stepped into the battle between YUKOS and the Russian  government, issuing an order to block Sunday's auction of the  company's main oil-producing arm for 10 days.""";;;;;;;;;
"3,""Oil Creeps Higher, Eyes New US Cold Front"","" SINGAPORE (Reuters) - Oil prices resumed this week's upward  march on Friday, driven by worries that a new U.S. cold spell  might erode already low winter fuel inventories.""";;;;;;;;;
"3,""Nikkei Up 1.5 Pct, Year-End Rally Eyed"","" TOKYO (Reuters) - Tokyo stocks posted strong rises by  Friday afternoon as hopes for a seasonal year-end rally and the  imminent inclusion of oil and gas developer INPEX Corp. into  the TOPIX index, spurred buying in a wide range of stocks.""";;;;;;;;;
"3,""Adobe Profit Up, Shares Fall on Outlook"","" SAN FRANCISCO (Reuters) - Software maker Adobe Systems  Inc.&lt";;;;;;;;;
